I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,1759,5.0,0.0,28244.0,20.0,2.0,6.0,10.0,0.0,0.0,0.0,7.0,107,157,1347,1009,3,0,388,2,1,349,469,982,1130,9,697,1837,0,2,37,1,1101,0,0,126,29,584,0
0.0,11,0.0,3.0,2825.0,129.0,12.0,44.0,212.0,0.0,5.0,0.0,3.0,0,66,336,269,3,4,413,2,1,402,732,2246,91,13,867,89,8,648,0,0,2170,0,0,827,0,0,0
0.0,-2,4.0,1.0,201.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,69,2083,1301,3,6,112,23,1,349,313,361,361,2,1187,131,1,344,37,1,1107,1,0,430,2,578,0
0.0,1,11.0,1.0,11456.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,1.0,0,47,1389,789,3,3,404,21,1,634,788,757,817,2,71,1015,1,397,230,2,1749,0,0,690,30,390,0
2.0,-1,0.0,0.0,18.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,314,1159,309,3,0,1619,25,1,349,625,98,1148,13,573,1465,0,201,119,3,1000,0,0,730,29,909,1
0.0,-1,0.0,0.0,1481.0,22.0,7.0,9.0,17.0,0.0,1.0,0.0,0.0,62,125,1492,1185,9,3,1636,2,1,1583,567,874,1030,2,709,372,8,408,37,2,1774,0,0,863,8,354,1
2.0,-1,0.0,0.0,1415.0,1.0,136.0,7.0,161.0,0.0,10.0,0.0,0.0,37,298,868,1051,3,6,201,2,1,1544,648,302,542,3,769,1441,3,313,0,0,1533,0,2,626,0,0,0
2.0,16,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0,23,1223,1757,3,6,601,25,1,1449,1309,1420,1036,13,265,935,0,462,0,0,1614,0,0,1118,0,0,0
0.0,2,69.0,13.0,16407.0,54.0,1.0,13.0,53.0,0.0,1.0,0.0,13.0,38,69,1773,802,9,4,521,25,1,292,241,1766,814,3,645,742,7,673,37,1,974,0,0,236,2,813,0
1.0,0,36.0,21.0,637.0,29.0,6.0,29.0,104.0,1.0,2.0,0.0,23.0,0,111,1241,754,3,4,718,2,1,1335,994,431,755,2,78,1847,3,578,32,2,233,0,2,332,20,275,0
0.0,1,3.0,0.0,25931.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,62,166,2120,983,3,5,1490,16,1,349,156,1011,347,2,1158,811,8,608,37,1,138,0,0,1038,8,590,0
0.0,45,3.0,2.0,39378.0,248.0,5.0,3.0,224.0,0.0,0.0,0.0,2.0,26,11,1158,1559,3,4,1079,2,1,155,349,1431,547,13,127,409,8,435,37,3,1955,0,1,916,4,960,0
0.0,45,92.0,17.0,1527.0,82.0,49.0,25.0,142.0,0.0,18.0,0.0,24.0,0,12,1630,1009,3,6,66,16,1,795,392,1952,809,9,1064,1679,3,298,280,1,879,0,1,126,29,703,0
0.0,7,11.0,7.0,7188.0,42.0,2.0,13.0,41.0,0.0,1.0,0.0,7.0,37,12,1085,576,3,0,1602,2,1,349,659,1496,7,13,421,1944,7,268,75,3,1121,0,0,126,29,47,0
5.0,-1,0.0,0.0,383.0,11.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,37,10,1191,1178,3,0,1657,23,1,275,1094,1119,1090,8,849,1959,8,453,0,0,148,0,0,831,0,0,0
0.0,39,2.0,1.0,3343.0,1.0,17.0,2.0,1.0,0.0,1.0,0.0,1.0,0,113,226,62,8,6,154,23,1,511,800,1778,1138,13,1162,2137,8,87,0,0,876,3,1,299,0,0,1
0.0,4,8.0,7.0,15265.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,7.0,0,84,509,314,3,4,1666,2,1,1497,1235,914,246,13,240,1497,8,122,0,0,1037,0,1,939,0,0,0
0.0,1,1.0,18.0,171784.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,18.0,82,69,1126,1171,15,4,363,8,0,349,860,2283,159,13,813,1682,5,344,37,1,1367,3,4,263,2,653,0
0.0,122,0.0,0.0,4734.0,14.0,1.0,13.0,14.0,0.0,1.0,0.0,0.0,0,93,1988,1457,19,4,777,2,1,58,1213,2013,1094,9,617,1136,7,555,0,0,2,0,3,311,0,0,0
0.0,39,16.0,24.0,4.0,0.0,0.0,26.0,110.0,0.0,0.0,1.0,1.0,62,10,1395,1813,3,4,1342,2,1,349,773,1570,152,13,965,1582,4,391,0,0,38,0,0,986,0,0,0
0.0,241,13.0,12.0,502.0,0.0,0.0,16.0,88.0,0.0,0.0,0.0,12.0,0,237,233,1650,3,5,340,23,1,349,905,1538,58,2,99,1362,1,650,37,3,51,0,0,982,1,653,0
0.0,-1,32.0,21.0,1509.0,73.0,3.0,48.0,175.0,0.0,2.0,0.0,36.0,0,183,570,1209,3,5,1079,2,1,1293,349,2022,547,15,883,1792,8,356,185,2,1465,0,2,366,4,50,0
0.0,0,3.0,9.0,41555.0,279.0,0.0,11.0,161.0,0.0,0.0,0.0,9.0,0,13,1654,1559,3,6,907,2,1,349,1030,1468,943,3,92,1167,0,142,0,0,1845,3,8,916,0,0,0
1.0,625,4.0,4.0,361.0,18.0,1.0,18.0,18.0,1.0,1.0,0.0,4.0,0,173,305,126,3,4,237,16,1,1476,402,1361,508,2,292,638,7,76,0,0,864,3,0,959,0,0,0
8.0,1,5.0,11.0,0.0,0.0,66.0,22.0,387.0,2.0,5.0,0.0,0.0,45,42,1988,1457,3,4,551,2,1,1402,1055,2013,627,13,151,1136,8,256,0,0,2,0,0,311,0,0,1
3.0,98,1.0,2.0,103.0,3.0,75.0,8.0,261.0,1.0,9.0,1.0,2.0,45,290,1229,1390,12,6,1271,23,1,306,1381,235,735,2,249,757,6,205,37,3,1185,0,10,850,8,835,0
1.0,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,38,12,1450,116,3,4,405,23,1,381,1090,372,200,13,421,790,8,268,37,2,1770,0,1,332,29,150,1
0.0,22,136.0,4.0,4379.0,95.0,35.0,32.0,62.0,0.0,3.0,0.0,30.0,0,12,1630,1009,10,4,178,8,1,1385,1249,1952,1159,9,1064,1679,4,298,280,1,879,0,0,126,29,703,0
2.0,88,0.0,3.0,41.0,3.0,24.0,0.0,153.0,1.0,5.0,0.0,3.0,0,22,736,1014,3,5,233,2,1,639,630,335,430,6,798,1962,8,358,0,0,213,0,1,316,0,0,0
0.0,225,5.0,0.0,1444.0,32.0,7.0,3.0,12.0,0.0,4.0,0.0,0.0,37,288,1872,1194,15,1,21,2,1,349,546,1175,210,9,67,2037,8,58,91,2,1773,0,1,332,29,275,0
0.0,1,2.0,1.0,2106.0,7.0,3.0,2.0,20.0,0.0,3.0,0.0,1.0,37,12,2377,1506,3,1,1163,2,1,835,386,1021,311,2,285,972,7,268,69,2,1388,0,0,332,29,275,0
0.0,-1,0.0,0.0,8020.0,26.0,6.0,0.0,80.0,0.0,2.0,0.0,0.0,62,232,2195,1097,3,3,662,8,1,349,863,1631,932,2,447,135,8,333,32,3,1858,0,0,889,25,44,1
0.0,1,25.0,4.0,14489.0,21.0,24.0,14.0,84.0,0.0,4.0,0.0,14.0,0,182,1526,205,15,4,488,2,1,94,1055,394,627,2,850,1825,6,101,37,2,18,0,0,1264,21,457,1
4.0,62,137.0,22.0,2.0,14.0,4.0,27.0,22.0,1.0,1.0,0.0,14.0,0,47,516,427,3,4,964,2,1,378,981,1811,149,2,71,1824,8,397,37,1,110,0,10,332,30,275,1
0.0,65,29.0,1.0,7777.0,566.0,1.0,1.0,22.0,0.0,1.0,0.0,1.0,0,12,1630,1009,3,1,285,2,1,1461,1149,1952,552,9,1064,1679,7,298,280,1,879,0,1,126,29,703,0
0.0,179,24.0,12.0,6291.0,200.0,1.0,31.0,31.0,0.0,1.0,0.0,15.0,0,8,0,0,30,5,880,2,1,349,565,0,846,2,961,0,0,21,37,3,0,0,8,0,29,222,0
0.0,51,1.0,1.0,2278.0,0.0,0.0,16.0,41.0,0.0,0.0,0.0,7.0,27,66,1786,1303,3,4,841,2,1,349,598,1639,833,2,179,1788,7,436,0,0,102,0,8,1076,0,0,0
1.0,14,55.0,2.0,47.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,62,96,1788,1297,3,4,575,23,1,34,782,1545,894,13,684,1853,7,370,122,3,460,0,1,1235,1,29,0
0.0,-1,0.0,0.0,9473.0,54.0,10.0,8.0,86.0,0.0,4.0,0.0,0.0,10,181,1285,554,9,6,1201,2,1,847,749,938,930,13,1057,1656,8,624,0,0,1737,0,10,1259,0,0,0
0.0,2,44.0,3.0,4422.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,45,176,0,0,3,4,170,8,1,491,150,0,1053,13,915,0,0,230,0,0,0,3,0,0,0,0,0
0.0,0,464.0,0.0,269.0,0.0,0.0,35.0,31.0,0.0,0.0,0.0,0.0,0,252,440,1026,3,5,822,2,1,349,1156,895,308,13,219,1482,5,380,37,1,980,0,0,167,16,686,0
0.0,-1,0.0,0.0,4253.0,2.0,6.0,1.0,2.0,0.0,2.0,0.0,0.0,79,66,0,0,3,0,811,2,1,193,475,0,550,2,1033,0,8,392,0,0,0,0,0,0,0,0,1
0.0,1,2.0,2.0,4363.0,4.0,26.0,2.0,7.0,0.0,4.0,0.0,2.0,0,157,1378,815,3,0,603,2,1,142,866,445,1120,13,390,1870,8,736,37,3,671,0,0,611,29,613,1
0.0,6,2.0,25.0,3034.0,264.0,1.0,1.0,247.0,0.0,1.0,0.0,38.0,0,47,1494,931,3,4,1366,2,1,1147,690,923,195,2,71,2104,7,397,37,3,1563,0,1,332,29,275,0
0.0,324,4.0,1.0,5735.0,56.0,2.0,3.0,15.0,0.0,1.0,0.0,1.0,37,52,93,748,3,5,559,2,1,1582,687,3,129,2,134,50,0,340,0,0,911,0,1,773,0,0,0
30.0,6,1.0,1.0,149.0,6.0,31.0,11.0,80.0,2.0,3.0,0.0,1.0,45,47,767,78,3,0,730,2,1,1014,475,647,550,2,632,1782,8,465,24,1,1087,0,0,389,30,697,1
2.0,384,4.0,3.0,139.0,40.0,13.0,15.0,51.0,1.0,3.0,0.0,3.0,0,191,552,8,3,0,730,8,1,798,475,1660,550,2,23,251,8,363,37,2,1072,0,0,332,23,275,0
0.0,94,3.0,0.0,2923.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,66,973,82,3,6,874,23,1,349,745,2163,1118,2,1184,410,8,289,0,0,806,5,1,277,0,0,0
0.0,1,4.0,2.0,1965.0,8.0,27.0,8.0,183.0,0.0,8.0,0.0,2.0,0,47,2086,238,3,3,811,2,1,10,475,305,550,2,71,960,8,397,148,2,1166,0,0,373,30,787,1
0.0,3,2.0,2.0,2337.0,135.0,2.0,49.0,104.0,0.0,1.0,0.0,2.0,45,10,1395,1813,3,4,237,2,1,149,402,1570,508,2,334,1582,0,314,0,0,38,0,0,986,0,0,0
0.0,0,0.0,0.0,29259.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,0,271,1680,1559,3,4,410,2,1,945,537,2023,568,13,836,136,7,124,0,0,1049,0,0,916,0,0,0
16.0,201,69.0,30.0,1193.0,96.0,82.0,37.0,136.0,0.0,8.0,0.0,30.0,0,35,1234,1481,3,4,915,2,1,524,1148,476,276,2,1222,676,8,706,243,2,1796,0,2,1078,26,615,0
0.0,1,15.0,16.0,25755.0,647.0,3.0,17.0,34.0,0.0,1.0,0.0,16.0,0,13,1158,1559,3,4,1919,23,1,349,374,1431,529,2,930,409,7,142,0,0,1955,0,0,916,0,0,0
5.0,2,0.0,0.0,1382.0,17.0,78.0,25.0,76.0,0.0,9.0,0.0,0.0,0,182,827,635,3,0,551,28,1,1402,1055,64,627,3,888,1023,8,101,202,2,2236,0,0,1112,16,774,1
0.0,1,6.0,0.0,1450.0,27.0,81.0,5.0,5.0,0.0,1.0,0.0,0.0,10,43,35,926,3,4,1109,2,1,349,859,1315,757,2,818,758,8,393,0,0,656,5,3,488,0,0,0
0.0,0,6.0,9.0,11606.0,89.0,24.0,7.0,201.0,0.0,3.0,0.0,9.0,0,46,0,0,3,4,343,44,1,907,950,0,696,13,878,0,8,586,0,0,0,0,0,0,0,0,0
0.0,13,11.0,12.0,4754.0,192.0,24.0,18.0,255.0,0.0,3.0,0.0,12.0,0,17,1751,680,3,4,1079,2,1,1293,349,1912,547,13,424,214,8,611,0,0,1294,0,1,45,0,0,0
3.0,2711,17.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,66,1474,532,3,4,782,2,1,1537,116,1135,316,13,469,432,0,336,0,0,895,0,0,594,0,0,0
0.0,28,2.0,2.0,5807.0,0.0,0.0,2.0,73.0,0.0,0.0,0.0,2.0,107,52,1138,1250,12,4,1624,2,1,1387,258,1339,410,13,284,1790,1,691,0,0,238,0,0,773,0,0,0
0.0,1004,1.0,4.0,6357.0,165.0,19.0,4.0,277.0,0.0,4.0,1.0,6.0,0,177,1679,1494,3,4,934,2,1,1047,834,448,309,3,831,1547,3,307,37,1,347,0,7,311,29,669,0
1.0,408,3.0,25.0,103.0,68.0,7.0,47.0,939.0,1.0,6.0,0.0,66.0,82,11,1158,1559,3,4,815,8,1,945,1233,1431,775,13,127,409,8,435,37,3,1955,0,1,916,4,960,0
4.0,190,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,62,284,1707,1418,12,5,697,16,1,174,750,2068,15,2,981,1901,8,537,0,0,260,0,0,1221,0,0,1
0.0,13,0.0,1.0,58204.0,315.0,0.0,1.0,74.0,0.0,0.0,0.0,1.0,0,298,328,1879,15,4,1489,23,0,1113,507,1665,95,2,1195,936,4,225,0,0,593,3,0,902,0,0,0
8.0,-1,1.0,0.0,169.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,37,12,1261,136,3,0,848,1,1,1500,1364,1606,914,13,421,1642,8,268,125,1,1576,0,0,126,29,657,0
0.0,0,17.0,5.0,8845.0,260.0,2.0,9.0,36.0,0.0,1.0,0.0,5.0,82,96,726,6,3,1,1915,2,1,349,959,1663,810,13,684,553,0,370,37,2,314,0,0,332,29,275,0
0.0,14,4.0,8.0,3214.0,0.0,0.0,11.0,54.0,0.0,0.0,0.0,8.0,0,13,1680,1559,3,5,1908,2,1,1264,554,2023,379,13,638,136,7,722,0,0,1049,0,0,916,0,0,0
1.0,0,45.0,15.0,15.0,10.0,5.0,13.0,240.0,1.0,4.0,0.0,10.0,0,47,1630,1009,9,4,33,2,1,726,276,1952,435,2,71,1679,8,397,280,1,879,0,1,126,29,703,0
1.0,3,20.0,0.0,17.0,13.0,6.0,12.0,142.0,1.0,5.0,0.0,0.0,62,96,2390,1176,3,4,81,23,1,872,270,18,820,20,352,1810,8,370,88,2,1703,0,0,349,29,484,0
0.0,1,5.0,8.0,5640.0,416.0,31.0,47.0,1016.0,0.0,13.0,4.0,8.0,45,10,2085,984,12,4,727,2,1,349,74,985,717,13,248,121,6,314,0,0,401,0,1,1247,0,0,0
0.0,2,1.0,1.0,3047.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,1.0,45,28,112,399,3,4,1759,2,1,349,767,2317,866,2,622,686,5,602,0,0,571,0,8,433,0,0,0
0.0,7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,80,66,1228,1607,3,4,1745,8,0,349,1350,1123,846,3,736,1680,2,197,0,0,128,0,8,548,0,0,0
0.0,0,4.0,1.0,56.0,9.0,20.0,1.0,69.0,0.0,11.0,0.0,1.0,0,47,559,818,3,5,1164,23,1,507,883,1684,745,2,71,1923,8,397,91,2,779,0,1,1236,29,303,1
0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,116,1988,1457,15,3,1329,23,0,349,847,2013,15,13,175,1136,2,569,0,0,2,0,8,311,0,0,0
0.0,1,1.0,1.0,1529.0,8.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0,249,991,679,27,5,142,2,1,954,1121,1532,793,2,1106,56,8,517,0,0,412,0,10,155,0,0,0
0.0,0,11.0,10.0,8812.0,263.0,5.0,11.0,783.0,0.0,4.0,0.0,10.0,38,187,1231,1843,3,4,1050,2,1,294,765,1667,1172,13,85,1155,4,367,0,0,1456,0,0,939,0,0,0
1.0,70,2.0,2.0,2.0,2.0,3.0,37.0,68.0,1.0,3.0,0.0,2.0,38,84,2204,314,3,4,448,2,1,439,689,914,327,13,240,1497,0,122,0,0,1037,0,0,939,0,0,0
0.0,495,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45,66,380,108,12,4,1573,2,0,349,843,738,746,13,987,447,2,606,0,0,1421,0,8,491,0,0,0
1.0,24,2.0,3.0,12.0,10.0,3.0,5.0,74.0,1.0,3.0,0.0,3.0,0,288,100,1424,3,4,896,2,1,349,839,775,692,20,220,660,8,58,37,1,364,0,0,1131,4,733,0
0.0,122,75.0,5.0,20224.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,28.0,0,16,401,1107,3,4,706,2,1,429,244,2231,1086,13,862,835,8,61,0,0,1446,5,0,1035,0,0,0
0.0,53,54.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0,66,506,1056,3,6,1745,36,0,349,1350,1635,846,20,12,1968,2,574,0,0,1939,0,8,126,0,0,0
9.0,1,2.0,0.0,1006.0,50.0,25.0,0.0,168.0,1.0,6.0,0.0,0.0,0,290,1502,250,3,4,1201,2,1,1034,749,2225,930,2,249,836,8,205,174,3,277,0,10,1215,1,935,1
0.0,1,5.0,5.0,12058.0,16.0,2.0,4.0,15.0,0.0,1.0,0.0,5.0,45,157,2143,1470,3,4,1353,23,1,665,856,1758,437,3,46,1912,4,54,37,2,146,3,0,126,29,152,0
0.0,69,0.0,0.0,27334.0,400.0,1.0,0.0,57.0,0.0,1.0,0.0,0.0,0,203,1082,1109,3,4,1275,2,1,779,119,859,360,3,606,1125,7,70,37,1,1176,0,2,514,20,899,0
0.0,-1,0.0,0.0,10038.0,19.0,2.0,0.0,95.0,0.0,1.0,0.0,0.0,0,298,328,1879,12,6,1123,2,1,1570,256,1665,704,2,1195,936,8,225,0,0,593,0,0,902,0,0,0
16.0,2,3.0,2.0,1.0,1.0,242.0,25.0,1127.0,3.0,24.0,0.0,1.0,0,35,111,510,3,4,846,54,1,362,410,380,397,3,1206,1712,8,706,117,2,1948,0,7,1068,29,526,1
17.0,136,28.0,16.0,70.0,94.0,17.0,16.0,16.0,1.0,1.0,0.0,16.0,37,17,805,527,3,4,1784,23,1,349,1003,1737,354,2,146,1432,8,611,0,0,30,0,2,45,0,0,0
0.0,-1,0.0,0.0,39260.0,77.0,0.0,12.0,55.0,0.0,0.0,0.0,0.0,0,66,420,1339,8,5,907,2,1,349,1030,2189,943,2,1235,1231,7,113,0,0,424,3,8,1134,0,0,0
0.0,1,2.0,0.0,177674.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,56,37,1055,596,3,4,950,28,0,384,230,869,604,2,52,87,8,752,37,3,1589,0,1,880,1,681,0
0.0,4,12.0,4.0,34414.0,0.0,0.0,4.0,29.0,0.0,0.0,0.0,4.0,62,157,1459,1798,3,4,1324,2,1,349,775,1489,915,2,1207,1724,5,736,37,3,395,0,8,126,29,301,0
0.0,31,224.0,14.0,541.0,134.0,2.0,47.0,98.0,0.0,1.0,0.0,31.0,62,4,2107,592,3,4,1067,23,1,1119,1088,1118,645,13,497,1043,7,55,37,3,1897,0,0,843,30,94,0
0.0,180,1.0,0.0,6393.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,82,10,1143,1178,3,4,802,2,1,185,1040,2301,1113,8,849,2034,8,453,0,0,1394,1,2,831,0,0,0
0.0,0,16.0,4.0,9308.0,761.0,24.0,4.0,506.0,0.0,7.0,0.0,4.0,0,12,1545,1552,3,0,110,2,1,142,732,773,91,20,163,1026,8,268,37,2,849,0,0,332,31,275,0
0.0,1,11.0,4.0,6190.0,123.0,4.0,5.0,56.0,0.0,1.0,0.0,4.0,56,12,143,239,3,0,528,23,1,1013,1037,750,211,13,421,1791,8,268,14,2,396,0,0,126,29,854,0
3.0,1024,9.0,6.0,109.0,8.0,28.0,19.0,48.0,1.0,4.0,0.0,8.0,45,42,2108,605,12,4,551,8,1,94,1055,541,627,13,250,1871,0,530,0,0,1561,3,0,693,0,0,0
0.0,1,0.0,1.0,4.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,82,116,1988,1457,15,6,1174,2,1,472,689,2013,327,2,646,1136,1,762,0,0,2,0,0,311,0,0,0
0.0,1,11.0,1.0,51841.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0,69,1748,1220,12,4,1267,2,0,1017,766,1419,48,13,180,1002,1,673,37,1,1924,5,1,798,2,291,0
1.0,30,1.0,6.0,59.0,6.0,1.0,0.0,6.0,1.0,1.0,0.0,6.0,38,96,1465,1229,15,6,576,2,1,1584,380,1254,233,13,684,261,7,370,37,3,769,0,0,1006,21,371,0
5.0,724,2.0,6.0,777.0,197.0,22.0,18.0,146.0,1.0,2.0,2.0,102.0,62,66,2150,269,15,4,393,2,1,1192,710,2246,720,13,114,89,3,203,0,0,2170,0,11,827,0,0,1
0.0,8,56.0,4.0,3055.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,37,4,1661,1340,3,5,1302,23,1,1533,1359,1734,621,13,187,1289,1,439,37,1,1200,0,0,1054,30,653,0
0.0,295,60.0,2.0,65462.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0,68,2329,903,3,5,1438,2,0,349,1040,1095,1113,2,1188,2094,5,257,37,1,1856,3,1,733,2,781,1
0.0,1,2.0,0.0,132827.0,721.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,47,12,133,1077,3,4,1282,42,0,1346,852,552,26,2,285,1949,8,268,143,3,1089,0,1,1077,21,105,0
0.0,1,5.0,0.0,32339.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,66,377,844,9,4,699,2,1,913,1253,357,776,2,1183,459,0,549,0,0,1828,0,1,1171,0,0,0
0.0,91,1.0,17.0,6171.0,463.0,19.0,30.0,449.0,0.0,3.0,0.0,74.0,0,64,725,583,29,0,1382,23,1,349,1357,1845,557,2,808,814,8,24,37,1,2017,0,0,814,4,180,0
1.0,874,0.0,0.0,329.0,44.0,1.0,38.0,44.0,1.0,1.0,0.0,38.0,45,11,1158,1559,3,4,1343,2,1,806,1233,1431,775,13,127,409,7,435,37,3,1955,5,1,916,4,960,0
0.0,1,2.0,51.0,1474.0,0.0,0.0,49.0,106.0,0.0,0.0,0.0,51.0,45,13,39,1457,3,4,83,54,1,349,849,1275,1182,2,559,455,5,153,0,0,2025,0,8,311,0,0,0
0.0,0,39.0,15.0,4402.0,79.0,38.0,15.0,505.0,0.0,5.0,0.0,16.0,45,111,1194,1534,3,4,261,1,1,1556,1049,2042,1010,13,508,1332,8,578,281,3,608,0,1,305,20,93,0
0.0,1,0.0,1.0,20216.0,66.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,45,218,1891,1843,15,5,707,2,1,939,1292,1428,937,9,112,1899,7,477,0,0,554,0,3,939,0,0,0
1.0,90,0.0,26.0,18.0,31.0,13.0,49.0,476.0,1.0,5.0,0.0,26.0,45,13,1680,1559,3,4,1288,13,1,349,807,2023,87,13,928,136,8,142,0,0,1049,0,0,916,0,0,0
0.0,0,12.0,6.0,1817.0,3156.0,0.0,6.0,91.0,0.0,0.0,0.0,6.0,53,139,2120,983,3,5,398,2,1,81,1114,1011,103,2,847,811,8,447,37,1,138,0,10,1038,31,590,0
0.0,2,92.0,12.0,2993.0,238.0,4.0,30.0,376.0,0.0,2.0,0.0,16.0,0,47,1717,1586,3,4,1620,2,1,171,840,558,1156,13,416,172,8,222,213,3,14,5,7,487,30,51,0
0.0,-1,4.0,1.0,1643.0,17.0,53.0,2.0,233.0,0.0,7.0,0.0,1.0,0,314,2116,1328,3,5,1897,2,1,19,853,1522,425,3,785,901,8,201,91,2,961,0,1,1086,29,961,1
0.0,-1,0.0,0.0,6069.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,66,1310,1417,3,0,390,2,1,349,1235,1776,246,19,922,1700,5,345,0,0,1358,0,0,110,0,0,1
0.0,-1,0.0,0.0,5654.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0,12,2080,1422,12,5,567,8,1,702,1309,1508,1036,2,285,1745,4,268,63,2,1144,0,0,540,21,924,0
30.0,11,2.0,6.0,2.0,6.0,31.0,16.0,800.0,2.0,3.0,1.0,6.0,37,265,1398,1579,3,4,1183,2,1,349,722,1910,1186,2,142,1458,3,617,280,3,942,5,0,937,1,557,0
0.0,23,83.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,62,157,160,1063,3,4,1458,28,0,349,370,1448,17,2,1207,939,2,736,37,1,2235,5,8,1095,29,824,1
0.0,1,2.0,0.0,3168.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,27,216,1829,1576,12,6,571,2,1,349,888,167,564,2,1233,1495,5,622,0,0,281,0,5,139,0,0,0
1.0,0,1.0,0.0,227.0,1.0,173.0,18.0,50.0,1.0,7.0,1.0,0.0,51,35,1088,1284,3,2,846,2,1,989,410,1482,397,13,1067,543,4,706,260,3,794,0,7,413,26,261,1
1.0,1,108.0,49.0,46.0,32.0,5.0,49.0,201.0,1.0,3.0,0.0,26.0,0,102,2306,1380,9,0,1699,8,1,260,1166,1237,371,13,1149,1559,8,147,37,1,1671,0,0,995,4,353,0
0.0,2,0.0,4.0,10080.0,154.0,19.0,44.0,128.0,0.0,2.0,0.0,4.0,37,190,841,1375,3,6,33,16,1,840,276,2087,435,3,644,457,8,133,0,0,976,3,7,771,0,0,1
23.0,3,11.0,3.0,34.0,3.0,23.0,3.0,3.0,3.0,3.0,0.0,3.0,45,35,469,177,3,4,1873,2,1,349,1034,2281,763,3,1206,178,8,706,26,2,1441,0,11,270,26,486,1
0.0,0,5.0,11.0,1995.0,249.0,7.0,48.0,91.0,0.0,2.0,0.0,27.0,53,13,1158,1559,3,4,1337,2,1,437,648,1431,542,2,930,409,8,142,0,0,1955,3,3,916,0,0,0
3.0,11,4.0,4.0,868.0,6.0,64.0,6.0,100.0,1.0,12.0,0.0,4.0,0,35,1512,590,15,2,116,8,1,1080,410,1852,397,13,1067,875,6,706,242,2,494,0,7,332,26,275,0
0.0,2849,7.0,11.0,1844.0,55.0,3.0,38.0,45.0,0.0,1.0,0.0,13.0,0,11,1158,1559,12,4,1491,2,1,507,185,1431,220,3,473,409,4,435,37,3,1955,5,11,916,4,537,0
1.0,1,1.0,0.0,563.0,9.0,1.0,10.0,9.0,1.0,1.0,0.0,0.0,45,12,1211,1862,3,4,270,2,1,1138,1282,183,1168,2,285,650,7,268,334,2,1951,0,0,332,29,275,0
0.0,-1,4.0,4.0,4406.0,165.0,2.0,22.0,169.0,0.0,2.0,0.0,4.0,24,163,392,1834,15,6,892,23,1,349,1296,903,990,2,236,20,0,561,210,2,452,3,1,350,29,254,0
6.0,0,0.0,11.0,119.0,22.0,6.0,18.0,17.0,1.0,1.0,0.0,17.0,45,96,909,1659,3,6,503,2,1,505,270,1429,820,13,684,655,7,370,109,2,1400,1,0,332,1,275,1
5.0,-1,0.0,0.0,525.0,22.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0,256,405,17,3,1,1174,1,1,1317,689,2294,327,13,820,851,1,421,0,0,280,0,0,721,0,0,0
